Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,complete_name,complete_model,Lddt_score,Lddt_rank,Groups_new
Chen,9,22.825,48,30.514,45,0.748,41,0.931,29,0.894,1,0.66,48,2.2,5,27.667,57,0.218,54,0.0,1,0.0001843,0,PZ28tBox,PZ28tBox_Chen_9,PZ28tBox_Chen_9,0.4920071918927754,49,Others
TFN,1,23.045,49,28.609,41,0.806,32,0.933,1,0.354,15,0.775,32,6.61,39,19.58,30,0.261,12,0.0,1,0.0002916,0,PZ28tBox,PZ28tBox_TFN_1,PZ28tBox_TFN_1,0.5991230794377247,27,Others
Adamiak,4,19.912,38,25.047,34,0.795,34,0.915,39,0.5,11,0.759,35,10.07,52,24.764,41,0.236,38,0.0,1,1.112e-07,0,PZ28tBox,PZ28tBox_Adamiak_4,PZ28tBox_Adamiak_4,0.5804225237005557,33,Others
FARFAR2,1,20.105,39,24.098,31,0.834,18,0.933,1,0.289,27,0.821,18,3.78,20,17.323,5,0.292,2,0.0,1,1.961e-07,0,PZ28tBox,PZ28tBox_FARFAR2_1,PZ28tBox_FARFAR2_1,0.6145979078130108,14,Others
Xiao,5,20.33,41,30.714,47,0.662,53,0.761,53,-1.0,55,0.644,53,0.94,2,26.779,49,0.233,43,0.0,1,3.754e-07,0,PZ28tBox,PZ28tBox_Xiao_5,PZ28tBox_Xiao_5,0.4593813337692056,56,Others
Bujnicki,3,20.266,40,27.613,39,0.734,45,0.863,45,-1.0,55,0.706,38,9.76,51,26.508,46,0.238,30,0.0,1,3.131e-07,0,PZ28tBox,PZ28tBox_Bujnicki_3,PZ28tBox_Bujnicki_3,0.4997965021248774,45,Others
TFN,2,20.757,43,24.989,33,0.831,21,0.918,33,0.289,27,0.821,18,4.72,29,18.202,19,0.236,38,0.0,1,1.238e-06,0,PZ28tBox,PZ28tBox_TFN_2,PZ28tBox_TFN_2,0.6024738476626349,23,Others
Bujnicki,5,20.939,44,29.431,43,0.711,47,0.877,44,0.0,45,0.667,45,26.75,57,24.804,42,0.251,19,0.0,1,2.02e-06,0,PZ28tBox,PZ28tBox_Bujnicki_5,PZ28tBox_Bujnicki_5,0.5045300751879699,42,Others
iFoldRNA,2,21.194,45,31.783,50,0.667,52,0.773,52,-1.0,55,0.645,51,142.0,60,26.79,50,0.199,60,0.0,1,3.96e-06,0,PZ28tBox,PZ28tBox_iFoldRNA_2,PZ28tBox_iFoldRNA_2,0.4973945733899967,46,Others
iFoldRNA,1,21.631,46,33.377,51,0.648,55,0.678,58,-1.0,55,0.653,50,97.95,58,26.732,48,0.22,52,0.0,1,1.197e-05,0,PZ28tBox,PZ28tBox_iFoldRNA_1,PZ28tBox_iFoldRNA_1,0.4660011441647597,54,Others
Adamiak,1,22.124,47,27.579,37,0.802,33,0.933,1,0.5,11,0.765,33,9.44,50,23.596,36,0.263,11,0.0,1,3.895e-05,0,PZ28tBox,PZ28tBox_Adamiak_1,PZ28tBox_Adamiak_1,0.55692873488068,35,Others
FARFAR2,10,20.467,42,24.057,30,0.851,7,0.933,1,0.354,15,0.839,9,2.52,7,17.533,6,0.24,28,0.0,1,5.536e-07,0,PZ28tBox,PZ28tBox_FARFAR2_10,PZ28tBox_FARFAR2_10,0.6204364171297809,10,Others
FARFAR2,7,3.196,10,3.817,11,0.837,17,0.91,48,1.0,1,0.798,12,17.34,32,20.96,14,0.678,14,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_FARFAR2_7,PZ28tRNA_FARFAR2_7,0.7887225648094931,12,Others
TFN,8,3.558,15,4.32,15,0.824,28,0.91,48,1.0,1,0.776,25,21.37,50,21.49,27,0.666,24,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_TFN_8,PZ28tRNA_TFN_8,0.7744437338219343,25,Others
FARFAR2,4,3.548,14,4.308,14,0.824,28,0.933,23,0.913,30,0.776,25,20.56,44,20.5,6,0.686,8,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_FARFAR2_4,PZ28tRNA_FARFAR2_4,0.7895987191509406,11,Others
TFN,4,3.493,13,4.291,13,0.814,35,0.91,48,1.0,1,0.764,35,20.56,44,21.058,16,0.674,17,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_TFN_4,PZ28tRNA_TFN_4,0.7840479410913145,14,Others
TFN,3,3.304,12,3.955,12,0.835,20,0.933,23,1.0,1,0.787,20,20.56,44,21.141,18,0.695,7,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_TFN_3,PZ28tRNA_TFN_3,0.7916167910496135,10,Others
TFN,5,3.23,11,3.813,10,0.847,10,0.933,23,1.0,1,0.804,10,20.56,44,21.482,26,0.67,21,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_TFN_5,PZ28tRNA_TFN_5,0.787807518290127,13,Others
FARFAR2,5,3.123,7,3.709,7,0.842,13,0.933,23,1.0,1,0.798,12,19.76,41,21.416,25,0.677,16,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_FARFAR2_5,PZ28tRNA_FARFAR2_5,0.8001665881620853,6,Others
FARFAR2,1,3.146,9,3.735,9,0.842,13,0.933,23,1.0,1,0.798,12,19.76,41,21.199,19,0.703,3,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_FARFAR2_1,PZ28tRNA_FARFAR2_1,0.7933842244683655,8,Others
Das,3,3.123,7,3.687,6,0.847,10,0.933,23,1.0,1,0.804,10,19.35,39,20.935,10,0.684,10,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Das_3,PZ28tRNA_Das_3,0.7927165754140937,9,Others
TFN,1,3.611,16,4.41,17,0.819,34,0.91,48,1.0,1,0.77,33,21.78,53,20.528,7,0.681,13,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_TFN_1,PZ28tRNA_TFN_1,0.7752399431309932,20,Others
TFN,9,3.811,19,4.64,20,0.821,31,0.933,23,0.913,30,0.772,31,17.34,32,21.523,28,0.684,10,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_TFN_9,PZ28tRNA_TFN_9,0.7754192792847296,19,Others
TFN,7,3.758,18,4.616,18,0.814,35,0.91,48,1.0,1,0.764,35,20.97,48,21.258,21,0.662,35,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_TFN_7,PZ28tRNA_TFN_7,0.774893154544551,23,Others
Xiao,5,5.148,39,7.126,45,0.722,53,0.86,58,-1.0,56,0.704,49,14.93,23,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Xiao_5,PZ28tRNA_Xiao_5,0.6614111810690163,51,Others
Chen,8,5.41,48,6.264,41,0.864,6,1.0,1,0.632,48,0.823,6,1.61,1,27.681,70,0.61,50,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Chen_8,PZ28tRNA_Chen_8,0.7555799471930651,34,Others
Chen,7,5.688,49,6.535,43,0.87,4,0.978,7,0.775,36,0.834,2,5.24,11,28.045,72,0.628,43,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Chen_7,PZ28tRNA_Chen_7,0.7399290865955949,44,Others
Ding,2,6.192,50,7.989,50,0.775,48,0.978,7,-1.0,56,0.721,44,6.05,14,23.741,40,0.357,57,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Ding_2,PZ28tRNA_Ding_2,0.5542934803745749,57,Others
Das,8,3.094,6,3.713,8,0.833,23,0.933,23,1.0,1,0.783,23,21.37,50,21.072,17,0.699,6,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Das_8,PZ28tRNA_Das_8,0.802539011015129,3,Others
Adamiak,2,6.5,51,8.901,53,0.73,52,0.934,21,0.632,48,0.65,56,13.31,22,26.142,60,0.45,53,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Adamiak_2,PZ28tRNA_Adamiak_2,0.6829531262829017,49,Others
Bujnicki,2,6.757,52,8.397,51,0.805,38,0.956,16,1.0,1,0.731,41,11.68,21,25.231,47,0.657,40,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Bujnicki_2,PZ28tRNA_Bujnicki_2,0.749555980968761,39,Others
Adamiak,3,6.795,53,9.08,54,0.748,51,0.957,13,0.775,36,0.656,55,10.89,18,23.283,39,0.427,54,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Adamiak_3,PZ28tRNA_Adamiak_3,0.6983609107683798,48,Others
Adamiak,5,6.861,54,8.747,52,0.784,47,0.978,7,0.632,48,0.714,46,8.06,15,19.168,1,0.455,51,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Adamiak_5,PZ28tRNA_Adamiak_5,0.6817042552363997,50,Others
Ding,1,7.171,55,9.578,56,0.749,50,1.0,1,0.632,48,0.645,58,10.89,18,24.775,44,0.379,56,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Ding_1,PZ28tRNA_Ding_1,0.5879146878470587,56,Others
Bujnicki,5,5.258,46,6.692,44,0.786,46,0.933,23,1.0,1,0.713,47,10.89,18,25.556,55,0.659,38,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Bujnicki_5,PZ28tRNA_Bujnicki_5,0.7527494609112005,36,Others
Adamiak,4,7.321,56,9.463,55,0.774,49,0.934,21,0.775,36,0.706,48,8.87,16,22.167,33,0.419,55,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Adamiak_4,PZ28tRNA_Adamiak_4,0.7000840503178355,46,Others
iFoldRNA,3,14.102,58,21.409,60,0.659,61,0.876,57,0.0,53,0.602,61,180.57,62,22.381,35,0.306,58,0.0,1,2.582e-10,0,PZ28tRNA,PZ28tRNA_iFoldRNA_3,PZ28tRNA_iFoldRNA_3,0.5434512054414479,58,Others
iFoldRNA,2,14.111,59,20.192,58,0.699,58,0.889,55,0.316,52,0.649,57,105.6,58,23.823,41,0.286,60,0.0,1,2.662e-10,0,PZ28tRNA,PZ28tRNA_iFoldRNA_2,PZ28tRNA_iFoldRNA_2,0.5297708818585275,60,Others
iFoldRNA,5,14.532,60,21.14,59,0.687,59,0.936,20,0.0,53,0.618,60,108.25,59,22.569,37,0.249,61,0.0,1,1.149e-09,0,PZ28tRNA,PZ28tRNA_iFoldRNA_5,PZ28tRNA_iFoldRNA_5,0.5310100298605499,59,Others
TFN,10,3.667,17,4.389,16,0.835,20,0.933,23,1.0,1,0.787,20,19.35,39,22.031,32,0.671,19,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_TFN_10,PZ28tRNA_TFN_10,0.7814259600966255,18,Others
iFoldRNA,1,15.179,61,22.196,61,0.684,60,0.886,56,0.0,53,0.643,59,134.62,60,23.885,42,0.221,62,0.0,1,9.78e-09,0,PZ28tRNA,PZ28tRNA_iFoldRNA_1,PZ28tRNA_iFoldRNA_1,0.5075288774421046,61,Others
iFoldRNA,4,15.281,62,23.325,62,0.655,62,0.894,54,-1.0,56,0.58,62,139.4,61,25.628,57,0.295,59,0.0,1,1.355e-08,0,PZ28tRNA,PZ28tRNA_iFoldRNA_4,PZ28tRNA_iFoldRNA_4,0.4768440294024865,62,Others
Adamiak,1,9.047,57,11.398,57,0.794,44,0.957,13,0.775,36,0.725,43,10.48,17,24.039,43,0.452,52,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Adamiak_1,PZ28tRNA_Adamiak_1,0.6990177564398965,47,Others
Chen,3,5.236,45,6.203,39,0.844,12,0.978,7,0.775,36,0.794,16,2.02,3,26.545,63,0.631,41,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Chen_3,PZ28tRNA_Chen_3,0.7522503446279099,37,Others
Chen,9,5.339,47,6.222,40,0.858,7,1.0,1,0.775,36,0.805,8,5.25,13,26.137,59,0.63,42,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Chen_9,PZ28tRNA_Chen_9,0.7436951458240604,43,Others
Xiao,4,5.148,39,7.126,45,0.722,53,0.86,58,-1.0,56,0.704,49,14.93,23,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Xiao_4,PZ28tRNA_Xiao_4,0.6614111810690163,51,Others
FARFAR2,10,3.829,20,4.622,19,0.828,25,0.933,23,1.0,1,0.776,25,26.21,55,21.407,24,0.671,19,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_FARFAR2_10,PZ28tRNA_FARFAR2_10,0.783036744465427,17,Others
Das,2,3.867,21,4.833,25,0.8,40,0.933,23,0.913,30,0.742,38,16.53,28,21.553,29,0.666,24,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Das_2,PZ28tRNA_Das_2,0.7666544948554291,28,Others
FARFAR2,6,3.867,21,4.833,25,0.8,40,0.933,23,0.913,30,0.742,38,16.53,28,21.553,29,0.666,24,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_FARFAR2_6,PZ28tRNA_FARFAR2_6,0.7666544948554291,28,Others
FARFAR2,3,3.883,23,4.853,27,0.8,40,0.933,23,1.0,1,0.736,40,18.95,37,21.327,23,0.678,14,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_FARFAR2_3,PZ28tRNA_FARFAR2_3,0.7632870804506307,31,Others
Das,10,3.947,24,4.764,23,0.828,25,0.933,23,1.0,1,0.776,25,26.21,55,20.957,12,0.669,22,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Das_10,PZ28tRNA_Das_10,0.7837756958458832,15,Others
FARFAR2,8,3.947,24,4.764,23,0.828,25,0.933,23,1.0,1,0.776,25,26.21,55,20.957,12,0.669,22,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_FARFAR2_8,PZ28tRNA_FARFAR2_8,0.7837756958458832,15,Others
TFN,6,3.957,26,4.737,22,0.835,20,0.933,23,1.0,1,0.787,20,18.95,37,21.037,15,0.661,37,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_TFN_6,PZ28tRNA_TFN_6,0.7748747887938672,24,Others
Das,9,4.055,27,4.937,28,0.821,31,0.933,23,0.913,30,0.772,31,20.97,48,21.73,31,0.666,24,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Das_9,PZ28tRNA_Das_9,0.7675846661106526,27,Others
Chen,5,4.093,28,4.733,21,0.865,5,0.978,7,0.775,36,0.826,4,1.61,1,27.614,68,0.612,49,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Chen_5,PZ28tRNA_Chen_5,0.7510857399668984,38,Others
Chen,6,5.231,44,6.136,38,0.852,8,0.957,13,0.775,36,0.815,7,3.63,6,27.832,71,0.618,45,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Chen_6,PZ28tRNA_Chen_6,0.7489023763120708,41,Others
FARFAR2,9,4.2,30,5.189,31,0.81,37,0.933,23,0.913,30,0.755,37,24.6,54,21.206,20,0.673,18,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_FARFAR2_9,PZ28tRNA_FARFAR2_9,0.7733158606622905,26,Others
Das,4,4.168,29,5.074,29,0.821,31,0.933,23,1.0,1,0.765,34,16.94,30,20.956,11,0.683,12,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Das_4,PZ28tRNA_Das_4,0.7749633765324598,22,Others
Chen,4,4.542,32,5.184,30,0.876,2,1.0,1,0.775,36,0.832,3,4.44,10,27.668,69,0.617,47,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Chen_4,PZ28tRNA_Chen_4,0.749406894286739,40,Others
Xiao,3,5.148,39,7.126,45,0.722,53,0.86,58,-1.0,56,0.704,49,14.93,23,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Xiao_3,PZ28tRNA_Xiao_3,0.6614111810690163,51,Others
Xiao,2,5.148,39,7.126,45,0.722,53,0.86,58,-1.0,56,0.704,49,14.93,23,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Xiao_2,PZ28tRNA_Xiao_2,0.6614111810690163,51,Others
Bujnicki,1,4.541,31,5.642,34,0.805,38,0.956,16,1.0,1,0.731,41,4.03,9,25.027,45,0.664,33,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Bujnicki_1,PZ28tRNA_Bujnicki_1,0.7662990635627828,30,Others
Chen,10,5.077,38,5.826,36,0.872,3,1.0,1,0.775,36,0.826,4,3.63,6,26.697,66,0.618,45,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Chen_10,PZ28tRNA_Chen_10,0.7445734608420589,42,Others
Bujnicki,4,5.075,37,6.363,42,0.798,43,0.956,16,1.0,1,0.719,45,5.24,11,26.457,62,0.658,39,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Bujnicki_4,PZ28tRNA_Bujnicki_4,0.7548334334446802,35,Others
Xiao,1,5.148,39,7.126,45,0.722,53,0.86,58,-1.0,56,0.704,49,14.93,23,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Xiao_1,PZ28tRNA_Xiao_1,0.6614111810690163,51,Others
Chen,1,4.929,36,5.791,35,0.851,9,0.978,7,0.775,36,0.805,8,3.63,6,27.176,67,0.616,48,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Chen_1,PZ28tRNA_Chen_1,0.7367777398459006,45,Others
Chen,2,4.857,35,5.522,32,0.88,1,1.0,1,0.775,36,0.839,1,2.82,4,26.565,65,0.623,44,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Chen_2,PZ28tRNA_Chen_2,0.7571356343098151,33,Others
Bujnicki,3,4.815,34,6.11,37,0.788,45,0.956,16,1.0,1,0.703,54,3.23,5,25.496,54,0.662,35,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Bujnicki_3,PZ28tRNA_Bujnicki_3,0.7573020064042453,32,Others
Das,6,4.635,33,5.628,33,0.824,28,0.91,48,1.0,1,0.776,25,17.74,35,20.919,9,0.664,33,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Das_6,PZ28tRNA_Das_6,0.7750638479920833,21,Others
Chen,8,7.481,15,9.838,14,0.76,20,0.874,17,-1.0,1,0.703,21,1.79,12,23.65,31,0.26,23,0.0,1,7.149e-12,0,PZ29,PZ29_Chen_8,PZ29_Chen_8,0.5922742996930881,21,Others
Dokholyan,1,15.734,26,25.253,26,0.623,26,0.563,26,-1.0,1,0.659,26,0.6,3,25.77,33,0.264,22,0.0,1,0.01499,0,PZ29,PZ29_Dokholyan_1,PZ29_Dokholyan_1,0.5078116206298823,26,Others
DasPOSTDEADLINE,1,13.879,25,17.622,25,0.788,12,0.951,1,-1.0,1,0.714,17,1.19,8,18.461,14,0.307,16,0.0,1,0.000686,0,PZ29,PZ29_DasPOSTDEADLINE_1,PZ29_DasPOSTDEADLINE_1,0.6248452308592782,15,Others
Chen,6,13.194,24,16.286,23,0.81,6,0.9,7,-1.0,1,0.766,8,1.19,8,26.835,35,0.233,26,0.0,1,0.0001711,0,PZ29,PZ29_Chen_6,PZ29_Chen_6,0.5569494158168434,25,Others
Chen,1,12.344,23,16.383,24,0.753,22,0.874,17,-1.0,1,0.703,21,0.0,1,21.023,24,0.249,25,0.0,1,2.525e-05,0,PZ29,PZ29_Chen_1,PZ29_Chen_1,0.5661680286351051,24,Others
Chen,7,10.995,22,14.209,22,0.774,18,0.9,7,-1.0,1,0.716,16,2.98,16,26.522,34,0.258,24,0.0,1,7.819e-07,0,PZ29,PZ29_Chen_7,PZ29_Chen_7,0.5738502059836563,23,Others
DasPOSTDEADLINE,10,9.236,21,11.672,20,0.791,11,0.926,3,-1.0,1,0.76,10,4.76,20,18.342,13,0.349,5,0.0,1,3.73e-09,0,PZ29,PZ29_DasPOSTDEADLINE_10,PZ29_DasPOSTDEADLINE_10,0.6838094594898809,2,Others
Chen,2,9.217,20,12.34,21,0.747,23,0.9,7,-1.0,1,0.69,23,0.6,3,20.41,20,0.285,20,0.0,1,3.505e-09,0,PZ29,PZ29_Chen_2,PZ29_Chen_2,0.6064511529831986,18,Others
DasPOSTDEADLINE,6,8.924,19,11.472,19,0.778,16,0.9,7,-1.0,1,0.753,11,1.19,8,16.942,1,0.395,2,0.0,1,1.312e-09,0,PZ29,PZ29_DasPOSTDEADLINE_6,PZ29_DasPOSTDEADLINE_6,0.689776982358194,1,Others
DasPOSTDEADLINE,9,7.907,17,10.086,18,0.784,14,0.9,7,-1.0,1,0.745,12,2.38,13,17.979,4,0.317,12,0.0,1,3.559e-11,0,PZ29,PZ29_DasPOSTDEADLINE_9,PZ29_DasPOSTDEADLINE_9,0.6594065869746292,7,Others
Chen,3,7.771,16,9.961,16,0.78,15,0.847,24,-1.0,1,0.745,12,0.0,1,18.266,9,0.301,17,0.0,1,2.14e-11,0,PZ29,PZ29_Chen_3,PZ29_Chen_3,0.5983525059468869,20,Others
DasPOSTDEADLINE,5,7.44,14,9.84,15,0.756,21,0.874,17,-1.0,1,0.714,17,3.57,18,19.102,18,0.31,13,0.0,1,6.108e-12,0,PZ29,PZ29_DasPOSTDEADLINE_5,PZ29_DasPOSTDEADLINE_5,0.6398175037332193,12,Others
Szachniuk,4,7.212,13,8.749,12,0.824,1,0.9,7,-1.0,1,0.8,1,8.34,25,18.311,11,0.291,18,0.0,1,2.517e-12,0,PZ29,PZ29_Szachniuk_4,PZ29_Szachniuk_4,0.6532514651478655,9,Others
DasPOSTDEADLINE,4,6.897,12,8.98,13,0.768,19,0.926,3,-1.0,1,0.706,20,2.98,16,17.684,2,0.333,8,0.0,1,7.238e-13,0,PZ29,PZ29_DasPOSTDEADLINE_4,PZ29_DasPOSTDEADLINE_4,0.6561179772329904,8,Others
DasPOSTDEADLINE,3,6.799,11,8.74,11,0.778,16,0.927,2,-1.0,1,0.714,17,3.57,18,20.549,21,0.321,11,0.0,1,4.877e-13,0,PZ29,PZ29_DasPOSTDEADLINE_3,PZ29_DasPOSTDEADLINE_3,0.6446237890487232,11,Others
Chen,5,6.772,10,8.337,10,0.812,5,0.9,7,-1.0,1,0.77,7,0.61,7,18.163,8,0.324,9,0.0,1,4.373e-13,0,PZ29,PZ29_Chen_5,PZ29_Chen_5,0.6277192469027412,14,Others
Szachniuk,2,6.47,9,8.085,9,0.8,7,0.847,24,-1.0,1,0.777,3,7.74,24,20.576,22,0.265,21,0.0,1,1.27e-13,0,PZ29,PZ29_Szachniuk_2,PZ29_Szachniuk_2,0.6172981247608114,16,Others
Chen,4,6.011,8,7.657,8,0.785,13,0.9,7,-1.0,1,0.739,14,1.2,11,22.406,28,0.29,19,0.0,1,1.837e-14,0,PZ29,PZ29_Chen_4,PZ29_Chen_4,0.6009995272506247,19,Others
DasPOSTDEADLINE,2,5.573,7,7.022,6,0.794,9,0.874,17,-1.0,1,0.765,9,4.76,20,18.123,5,0.4,1,0.0,1,2.72e-15,0,PZ29,PZ29_DasPOSTDEADLINE_2,PZ29_DasPOSTDEADLINE_2,0.6763805407352378,4,Others
DasPOSTDEADLINE,8,5.491,6,7.46,7,0.736,25,0.874,17,-1.0,1,0.683,25,2.38,13,18.316,12,0.376,3,0.0,1,1.887e-15,0,PZ29,PZ29_DasPOSTDEADLINE_8,PZ29_DasPOSTDEADLINE_8,0.6474340214463129,10,Others
DasPOSTDEADLINE,7,8.0,18,10.062,17,0.795,8,0.874,17,-1.0,1,0.797,2,2.38,13,18.623,16,0.362,4,0.0,1,5.006e-11,0,PZ29,PZ29_DasPOSTDEADLINE_7,PZ29_DasPOSTDEADLINE_7,0.6838000795419584,3,Others
Dfold2,4,6.276,32,8.998,39,0.698,56,0.714,62,0.0,1,0.709,53,231.77,90,16.461,11,0.27,52,0.0,1,8.283e-11,1,PZ33,PZ33_Dfold2_4,PZ33_Dfold2_4,0.6346368170836256,6,Others
Perez,6,13.445,81,32.171,89,0.418,89,0.567,86,0.0,1,0.382,90,0.0,1,33.152,98,0.26,57,0.0,1,0.008032,1,PZ33,PZ33_Perez_6,PZ33_Perez_6,0.3766639388979814,88,Others
Bujnicki,4,5.555,24,7.376,22,0.753,36,0.71,65,-1.0,50,0.781,28,6.18,56,18.882,33,0.278,49,0.0,1,5.568e-12,2,PZ33,PZ33_Bujnicki_4,PZ33_Bujnicki_4,0.5707132218326249,42,Others
Bujnicki,3,5.68,25,7.383,23,0.769,29,0.849,24,-1.0,50,0.753,34,10.3,73,19.359,39,0.298,29,0.0,1,9.004e-12,1,PZ33,PZ33_Bujnicki_3,PZ33_Bujnicki_3,0.6261690437222353,10,Others
Dfold2,3,5.815,26,7.796,26,0.746,38,0.802,39,0.0,1,0.744,39,220.0,88,16.914,17,0.257,58,0.0,1,1.501e-11,1,PZ33,PZ33_Dfold2_3,PZ33_Dfold2_3,0.6296995557633855,9,Others
Nithin,5,5.824,27,8.345,33,0.698,56,0.701,68,-1.0,50,0.707,54,0.0,1,19.032,34,0.283,46,0.0,1,1.553e-11,2,PZ33,PZ33_Nithin_5,PZ33_Nithin_5,0.5221165482359512,63,Others
Nithin,2,5.97,28,8.615,35,0.693,59,0.623,79,-1.0,50,0.728,44,0.0,1,19.293,37,0.246,67,0.0,1,2.68e-11,5,PZ33,PZ33_Nithin_2,PZ33_Nithin_2,0.4978017146625632,69,Others
ARES,1,6.058,29,7.717,25,0.785,14,0.82,29,0.0,1,0.796,18,5.49,54,21.346,53,0.292,36,0.0,1,3.724e-11,6,PZ33,PZ33_ARES_1,PZ33_ARES_1,0.6023850650051665,23,Others
Das,3,6.085,30,7.872,27,0.773,25,0.759,45,0.0,1,0.798,15,2.75,41,15.927,7,0.354,7,0.0,1,4.109e-11,5,PZ33,PZ33_Das_3,PZ33_Das_3,0.6176965895173193,19,Others
FARFAR2,1,6.085,30,7.872,27,0.773,25,0.759,45,0.0,1,0.798,15,2.75,41,15.927,7,0.354,7,0.0,1,4.109e-11,5,PZ33,PZ33_FARFAR2_1,PZ33_FARFAR2_1,0.6176965895173193,19,Others
Dfold2,9,17.612,90,47.25,90,0.373,90,0.0,89,-1.0,50,0.535,85,135.49,87,19.89,43,0.207,84,0.0,1,0.4632,0,PZ33,PZ33_Dfold2_9,PZ33_Dfold2_9,0.3228850317082686,90,Others
Ding,3,15.566,89,24.999,86,0.623,78,0.856,19,-1.0,50,0.522,87,8.92,68,21.76,56,0.224,81,0.0,1,0.1095,0,PZ33,PZ33_Ding_3,PZ33_Ding_3,0.41118816122641,84,Others
Perez,4,14.767,88,26.157,87,0.565,85,0.707,67,0.0,1,0.542,84,1.4,35,25.626,78,0.233,72,0.0,1,0.04713,1,PZ33,PZ33_Perez_4,PZ33_Perez_4,0.4353304496921518,80,Others
Dfold2,10,14.508,87,23.85,85,0.608,81,0.483,88,0.0,1,0.676,59,78.3,80,18.353,30,0.236,71,0.0,1,0.0346,1,PZ33,PZ33_Dfold2_10,PZ33_Dfold2_10,0.4932000623489985,71,Others
Ding,2,14.496,86,21.018,82,0.69,61,0.788,41,-1.0,50,0.655,66,7.55,59,26.783,86,0.198,85,0.0,1,0.0341,2,PZ33,PZ33_Ding_2,PZ33_Ding_2,0.3959587457721786,87,Others
Szachniuk,3,14.385,85,18.398,78,0.782,17,0.857,18,-1.0,50,0.764,32,11.67,75,23.028,64,0.152,90,0.0,1,0.02969,1,PZ33,PZ33_Szachniuk_3,PZ33_Szachniuk_3,0.4969526926973735,70,Others
Dfold2,8,14.351,84,32.132,88,0.447,88,0.0,89,-1.0,50,0.639,72,127.75,85,22.596,63,0.252,61,0.0,1,0.02843,2,PZ33,PZ33_Dfold2_8,PZ33_Dfold2_8,0.3420326899804511,89,Others
Ding,8,13.824,83,20.336,80,0.68,65,0.856,19,-1.0,50,0.612,77,7.55,59,27.691,92,0.21,83,0.0,1,0.014,2,PZ33,PZ33_Ding_8,PZ33_Ding_8,0.4097495888540665,85,Others
