Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,length,Groups_new,length_shift
TFN,1,25.154,7,31.089,7,0.809,33,0.918,40,0.756,6,0.77,30,13.62,51,19.998,29,0.681,13,0.0,1,0.0,0,PZ28,175,Das,176.40060411791336
Bujnicki,3,27.481,8,37.051,16,0.742,46,0.852,48,0.745,20,0.699,46,12.55,41,26.066,48,0.662,35,0.0,1,2.469e-13,0,PZ28,175,Bujnicki,173.73724342348748
Chen,10,37.057,51,46.49,45,0.797,36,0.945,7,0.756,6,0.737,38,5.48,6,28.316,62,0.618,45,0.0,1,0.02827,0,PZ28,175,Chen,175.35594397080507
Bujnicki,5,28.281,9,38.642,26,0.732,47,0.857,47,0.68,35,0.684,48,36.59,57,25.131,42,0.659,38,0.0,1,5.917e-12,0,PZ28,175,Bujnicki,173.66607321393755
Adamiak,5,28.66,10,36.422,15,0.787,42,0.955,2,0.298,51,0.741,36,8.31,10,21.43,31,0.455,51,0.0,1,2.486e-11,0,PZ28,175,Szachniuk,174.75317195729806
Das,10,28.84,11,34.193,8,0.843,6,0.936,10,0.756,6,0.812,7,13.43,48,19.144,13,0.669,22,0.0,1,4.841e-11,0,PZ28,175,Das,175.64932608133168
FARFAR2,8,28.84,11,34.193,8,0.843,6,0.936,10,0.756,6,0.812,7,13.43,48,19.144,13,0.669,22,0.0,1,4.841e-11,0,PZ28,175,Das,176.42912425752888
TFN,9,29.104,13,35.012,10,0.831,15,0.927,25,0.667,40,0.803,15,9.37,17,19.702,25,0.684,10,0.0,1,1.266e-10,0,PZ28,175,Das,174.54854570651722
Xiao,2,29.403,14,53.803,53,0.547,57,0.461,56,0.0,52,0.6,56,13.1,46,30.421,72,0.666,24,0.0,1,3.659e-10,0,PZ28,175,Xiao,174.47816475616196
Bujnicki,2,29.444,15,41.139,32,0.716,51,0.826,52,0.68,35,0.674,50,9.9,20,24.94,39,0.657,40,0.0,1,4.226e-10,0,PZ28,175,Bujnicki,174.89703012142476
FARFAR2,1,29.825,16,35.466,13,0.841,9,0.936,10,0.707,21,0.812,7,10.96,29,18.977,4,0.703,3,0.0,1,1.565e-09,0,PZ28,175,Das,174.68286044718883
FARFAR2,10,29.97,17,35.621,14,0.841,9,0.936,10,0.756,6,0.809,11,12.9,45,19.187,15,0.671,19,0.0,1,2.542e-09,0,PZ28,175,Das,174.74517330578652
TFN,5,30.069,18,35.459,11,0.848,3,0.927,25,0.707,21,0.825,1,12.2,37,19.737,26,0.67,21,0.0,1,3.541e-09,0,PZ28,175,Das,174.58907470000403
FARFAR2,2,30.223,19,35.464,12,0.852,1,0.936,10,0.756,6,0.825,1,11.49,32,19.136,12,0.702,4,0.0,1,5.856e-09,0,PZ28,175,Das,175.21974027201395
TFN,7,30.518,20,37.299,20,0.818,24,0.908,43,0.667,40,0.793,21,13.79,52,20.061,30,0.662,35,0.0,1,1.514e-08,0,PZ28,175,Das,174.85066917307762
Chen,9,37.786,52,47.309,48,0.799,35,0.954,3,0.825,1,0.727,43,4.24,3,26.974,54,0.63,42,0.0,1,0.06653,0,PZ28,175,Chen,174.20138097167228
Chen,1,38.39,54,49.438,51,0.777,45,0.935,24,0.68,35,0.712,45,8.66,11,29.043,67,0.616,48,0.0,1,0.1218,0,PZ28,175,Chen,175.30680001857058
Chen,2,38.575,55,47.062,47,0.82,23,0.954,3,0.825,1,0.759,32,6.01,8,27.53,60,0.623,44,0.0,1,0.1437,0,PZ28,175,Chen,174.721622678921
Chen,8,39.147,56,49.115,50,0.797,36,0.897,44,0.756,6,0.758,33,5.83,7,29.033,66,0.61,50,0.0,1,0.2278,0,PZ28,175,Chen,174.22647012409712
Ding,2,39.456,57,55.068,54,0.717,50,0.881,46,-1.0,56,0.667,51,12.2,37,23.277,34,0.357,57,0.0,1,0.283,0,PZ28,175,Ding,174.4928991776839
Chen,7,37.986,53,46.832,46,0.811,32,0.926,38,0.825,1,0.76,31,5.3,5,28.788,65,0.628,43,0.0,1,0.08217,0,PZ28,175,Chen,174.2805878929236
FARFAR2,4,16.692,20,20.358,18,0.82,25,0.933,1,0.289,27,0.8,26,3.78,20,17.838,13,0.241,26,0.0,1,1.603e-12,0,PZ28tBox,98,Das,97.38073073094793
TFN,8,17.007,21,20.425,19,0.833,19,0.933,1,0.289,27,0.818,22,4.72,29,18.277,20,0.24,28,0.0,1,5.458e-12,0,PZ28tBox,98,Das,98.09151200799138
Adamiak,3,17.328,22,21.211,22,0.817,28,0.932,27,0.5,11,0.788,28,6.92,41,23.408,35,0.278,6,0.0,1,1.851e-11,0,PZ28tBox,98,Szachniuk,98.32088892137972
Bujnicki,2,17.382,23,25.835,35,0.673,50,0.8,50,0.0,45,0.645,49,7.87,48,24.714,40,0.258,15,0.0,1,2.273e-11,0,PZ28tBox,98,Bujnicki,96.92261582113045
TFN,9,17.554,24,20.798,21,0.844,11,0.933,1,0.289,27,0.834,11,2.83,12,18.318,21,0.237,34,0.0,1,4.296e-11,0,PZ28tBox,98,Das,97.10623116898472
Das,7,17.922,25,21.857,23,0.82,25,0.933,1,0.289,27,0.8,26,2.83,12,17.951,16,0.281,5,0.0,1,1.633e-10,0,PZ28tBox,98,Das,97.73427229337129
FARFAR2,7,18.318,27,21.999,24,0.833,19,0.918,33,0.289,27,0.824,13,2.52,7,18.346,23,0.266,8,0.0,1,6.577e-10,0,PZ28tBox,98,Das,97.81201681359974
Das,8,19.188,28,23.767,28,0.807,31,0.918,33,0.354,15,0.781,30,7.24,43,18.165,18,0.228,44,0.0,1,1.189e-08,0,PZ28tBox,98,Das,98.5671434081729
Bujnicki,1,19.309,29,27.484,36,0.703,48,0.826,49,0.0,45,0.676,43,13.53,55,25.138,43,0.244,23,0.0,1,1.746e-08,0,PZ28tBox,98,Bujnicki,99.34539048777125
TFN,10,19.581,30,23.411,26,0.836,14,0.918,33,0.354,15,0.824,13,3.46,14,16.871,1,0.255,16,0.0,1,4.072e-08,0,PZ28tBox,98,Das,98.78113937839855
Ding,1,18.143,26,29.6,42,0.613,53,0.69,53,-1.0,53,0.596,53,11.33,54,25.595,44,0.203,55,0.0,1,3.584e-10,0,PZ28tBox,98,Ding,98.15664556805305
TFN,7,16.549,19,19.822,17,0.835,17,0.933,1,0.289,27,0.821,18,7.24,43,19.145,29,0.246,20,0.0,1,9.058e-13,0,PZ28tBox,98,Das,98.03107825355139
FARFAR2,2,16.23,17,18.877,15,0.86,1,0.933,1,0.354,15,0.852,1,4.09,24,18.432,25,0.243,24,0.0,1,2.504e-13,0,PZ28tBox,98,Das,98.96069563632481
TFN,3,5.026,1,5.897,1,0.852,6,0.933,1,0.289,27,0.847,3,5.04,32,17.592,8,0.26,13,0.0,1,0.0,0,PZ28tBox,98,Das,96.61117780788993
FARFAR2,3,5.994,2,7.046,2,0.851,7,0.933,1,0.289,27,0.844,4,4.41,27,17.699,9,0.252,18,0.0,1,0.0,0,PZ28tBox,98,Das,97.86217440811293
Adamiak,2,6.824,3,8.423,3,0.81,29,0.932,27,0.5,11,0.778,31,10.39,53,23.705,37,0.264,10,0.0,1,0.0,0,PZ28tBox,98,Szachniuk,97.95617060843557
Das,3,10.49,4,12.463,4,0.842,12,0.933,1,0.289,27,0.831,12,7.24,43,18.153,17,0.26,13,0.0,1,0.0,0,PZ28tBox,98,Das,97.51290350586726
Das,1,10.795,5,12.989,5,0.831,21,0.918,33,0.289,27,0.821,18,4.09,24,17.89,14,0.227,46,0.0,1,0.0,0,PZ28tBox,98,Das,99.00181969279922
Das,5,11.403,6,13.344,6,0.855,2,0.933,1,0.354,15,0.844,4,4.09,24,17.753,10,0.229,43,0.0,1,0.0,0,PZ28tBox,98,Das,98.24493308892947
TFN,6,12.679,7,14.928,7,0.849,10,0.933,1,0.354,15,0.837,10,5.67,35,16.904,2,0.243,24,0.0,1,0.0,0,PZ28tBox,98,Das,99.34589849265653
TFN,4,13.56,8,16.423,10,0.826,24,0.918,33,0.354,15,0.808,23,6.61,39,18.976,28,0.246,20,0.0,1,0.0,0,PZ28tBox,98,Das,97.54238144421963
Das,2,13.646,9,16.315,8,0.836,14,0.933,1,0.289,27,0.824,13,3.46,14,17.263,3,0.235,40,0.0,1,0.0,0,PZ28tBox,98,Das,96.70607180093202
FARFAR2,6,13.646,9,16.315,8,0.836,14,0.933,1,0.289,27,0.824,13,3.46,14,17.263,3,0.235,40,0.0,1,0.0,0,PZ28tBox,98,Das,98.53385790312855
TFN,5,14.172,11,16.658,11,0.851,7,0.933,1,0.289,27,0.844,4,5.35,33,18.415,24,0.245,22,0.0,1,5.551e-17,0,PZ28tBox,98,Das,97.07881197597825
Das,6,15.312,12,18.918,16,0.809,30,0.933,1,0.289,27,0.784,29,4.72,29,18.484,26,0.241,26,0.0,1,5.163e-15,0,PZ28tBox,98,Das,96.5198058731911
FARFAR2,5,15.647,13,18.863,14,0.83,23,0.933,1,0.354,15,0.808,23,3.46,14,17.916,15,0.3,1,0.0,1,2.187e-14,0,PZ28tBox,98,Das,96.60166257789261
Das,10,15.943,14,18.656,12,0.855,2,0.933,1,0.354,15,0.844,4,3.46,14,17.761,11,0.238,30,0.0,1,7.649e-14,0,PZ28tBox,98,Das,96.8799055322805
FARFAR2,8,15.943,14,18.656,12,0.855,2,0.933,1,0.354,15,0.844,4,3.46,14,17.761,11,0.238,30,0.0,1,7.649e-14,0,PZ28tBox,98,Das,96.75882749674115
Adamiak,5,16.087,16,20.44,20,0.787,35,0.933,1,0.0,45,0.765,33,8.5,49,23.333,34,0.238,30,0.0,1,1.391e-13,0,PZ28tBox,98,Szachniuk,96.56211900296366
Ding,2,16.392,18,24.838,32,0.66,52,0.794,51,-1.0,53,0.621,52,14.79,56,22.832,33,0.198,56,0.0,1,4.823e-13,0,PZ28tBox,98,Ding,97.24518437345205
Bujnicki,4,19.59,32,27.984,39,0.7,49,0.839,47,0.0,45,0.667,44,6.92,41,26.003,45,0.225,47,0.0,1,4.188e-08,0,PZ28tBox,98,Bujnicki,97.51799605119724
Das,4,19.588,31,22.922,25,0.855,2,0.933,1,0.289,27,0.85,2,5.35,33,18.334,22,0.222,50,0.0,1,4.172e-08,0,PZ28tBox,98,Das,97.18543734050823
Das,9,19.735,34,23.488,27,0.84,13,0.933,1,0.354,15,0.824,13,5.67,35,17.552,7,0.29,3,0.0,1,6.52e-08,0,PZ28tBox,98,Das,98.39134460443316
Xiao,3,29.167,57,64.128,57,0.455,54,0.215,55,-1.0,53,0.548,54,2.2,5,32.164,70,0.223,49,0.0,1,0.4848,0,PZ28tBox,98,Xiao,98.97426093900128
Chen,4,27.253,56,35.588,52,0.766,38,0.931,29,0.894,1,0.688,41,1.26,3,30.215,66,0.216,53,0.0,1,0.1353,0,PZ28tBox,98,Chen,99.24250853558429
Chen,5,26.695,55,35.977,53,0.742,42,0.931,29,0.75,7,0.66,47,2.52,7,31.165,69,0.228,44,0.0,1,0.07904,0,PZ28tBox,98,Chen,98.28686101622846
Chen,2,26.309,54,34.221,51,0.769,36,0.914,40,0.894,1,0.698,39,6.3,38,28.304,60,0.21,54,0.0,1,0.05198,0,PZ28tBox,98,Chen,97.33221241452388
Xiao,1,26.018,53,60.721,56,0.428,56,0.163,56,0.0,45,0.538,55,0.63,1,28.955,61,0.283,4,0.0,1,0.0369,0,PZ28tBox,98,Xiao,98.81228671766162
FARFAR2,9,19.634,33,23.996,29,0.818,27,0.933,1,0.25,44,0.803,25,4.41,27,18.885,27,0.272,7,0.0,1,4.798e-08,0,PZ28tBox,98,Das,99.43167760701174
Chen,8,25.726,51,34.162,50,0.753,39,0.838,48,0.894,1,0.713,36,5.98,37,30.136,65,0.237,34,0.0,1,0.02559,0,PZ28tBox,98,Chen,97.65509491303368
Chen,3,25.475,50,33.829,48,0.753,39,0.914,40,0.671,9,0.692,40,7.55,47,30.542,67,0.255,16,0.0,1,0.01835,0,PZ28tBox,98,Chen,99.39559958952825
Xiao,2,24.983,49,60.62,55,0.412,57,0.163,56,0.0,45,0.52,56,1.89,4,34.616,72,0.266,8,0.0,1,0.009068,0,PZ28tBox,98,Xiao,97.19913327379952
Chen,10,24.964,48,33.965,49,0.735,44,0.913,42,0.75,7,0.664,46,3.78,20,29.718,64,0.197,57,0.0,1,0.008814,0,PZ28tBox,98,Chen,97.43271054527698
Chen,1,24.387,47,33.698,47,0.724,46,0.931,29,0.577,10,0.641,51,7.24,43,30.633,68,0.236,37,0.0,1,0.003532,0,PZ28tBox,98,Chen,98.12185194099547
Chen,7,23.959,46,31.224,45,0.767,37,0.895,43,0.894,1,0.707,37,2.52,7,29.402,62,0.237,34,0.0,1,0.001686,0,PZ28tBox,98,Chen,96.79562447279712
Chen,6,23.06,45,31.288,46,0.737,43,0.857,46,0.894,1,0.68,42,3.78,20,29.441,63,0.224,48,0.0,1,0.000301,0,PZ28tBox,98,Chen,98.84147901160513
Xiao,4,25.934,52,57.192,54,0.453,55,0.344,54,0.0,45,0.509,57,2.52,7,33.283,71,0.219,51,0.0,1,0.03332,0,PZ28tBox,98,Xiao,98.3741183734986
Chen,9,22.825,43,30.514,43,0.748,41,0.931,29,0.894,1,0.66,47,2.2,5,27.667,57,0.218,52,0.0,1,0.0001843,0,PZ28tBox,98,Chen,99.49146428668074
TFN,1,23.045,44,28.609,40,0.806,32,0.933,1,0.354,15,0.775,32,6.61,39,19.58,30,0.261,12,0.0,1,0.0002916,0,PZ28tBox,98,Das,96.51628103472883
Adamiak,4,19.912,35,25.047,34,0.795,34,0.915,39,0.5,11,0.759,35,10.07,52,24.764,41,0.236,37,0.0,1,1.112e-07,0,PZ28tBox,98,Szachniuk,98.63160578861783
FARFAR2,1,20.105,36,24.098,31,0.834,18,0.933,1,0.289,27,0.821,18,3.78,20,17.323,5,0.292,2,0.0,1,1.961e-07,0,PZ28tBox,98,Das,96.77046653654577
Xiao,5,20.33,38,30.714,44,0.662,51,0.761,52,-1.0,53,0.644,50,0.94,2,26.779,49,0.233,42,0.0,1,3.754e-07,0,PZ28tBox,98,Xiao,96.89874644728543
Bujnicki,3,20.266,37,27.613,38,0.734,45,0.863,45,-1.0,53,0.706,38,9.76,51,26.508,46,0.238,30,0.0,1,3.131e-07,0,PZ28tBox,98,Bujnicki,98.14827458515148
TFN,2,20.757,40,24.989,33,0.831,21,0.918,33,0.289,27,0.821,18,4.72,29,18.202,19,0.236,37,0.0,1,1.238e-06,0,PZ28tBox,98,Das,97.75205442557717
Bujnicki,5,20.939,41,29.431,41,0.711,47,0.877,44,0.0,45,0.667,44,26.75,57,24.804,42,0.251,19,0.0,1,2.02e-06,0,PZ28tBox,98,Bujnicki,98.40924297039768
Adamiak,1,22.124,42,27.579,37,0.802,33,0.933,1,0.5,11,0.765,33,9.44,50,23.596,36,0.263,11,0.0,1,3.895e-05,0,PZ28tBox,98,Szachniuk,98.30093746993472
FARFAR2,10,20.467,39,24.057,30,0.851,7,0.933,1,0.354,15,0.839,9,2.52,7,17.533,6,0.24,28,0.0,1,5.536e-07,0,PZ28tBox,98,Das,98.77180587874236
FARFAR2,7,3.196,10,3.817,11,0.837,17,0.91,47,1.0,1,0.798,12,17.34,32,20.96,14,0.678,14,0.0,1,0.0,0,PZ28tRNA,77,Das,77.53544022490698
TFN,8,3.558,15,4.32,15,0.824,28,0.91,47,1.0,1,0.776,25,21.37,50,21.49,27,0.666,24,0.0,1,0.0,0,PZ28tRNA,77,Das,76.55757745867717
FARFAR2,4,3.548,14,4.308,14,0.824,28,0.933,22,0.913,30,0.776,25,20.56,44,20.5,6,0.686,8,0.0,1,0.0,0,PZ28tRNA,77,Das,76.62668592965986
TFN,4,3.493,13,4.291,13,0.814,35,0.91,47,1.0,1,0.764,35,20.56,44,21.058,16,0.674,17,0.0,1,0.0,0,PZ28tRNA,77,Das,76.51282152137429
TFN,3,3.304,12,3.955,12,0.835,20,0.933,22,1.0,1,0.787,20,20.56,44,21.141,18,0.695,7,0.0,1,0.0,0,PZ28tRNA,77,Das,78.40094745258993
TFN,5,3.23,11,3.813,10,0.847,10,0.933,22,1.0,1,0.804,10,20.56,44,21.482,26,0.67,21,0.0,1,0.0,0,PZ28tRNA,77,Das,76.36227253725023
Das,7,2.792,2,3.334,2,0.837,17,0.933,22,1.0,1,0.791,18,16.94,30,20.389,4,0.707,1,0.0,1,0.0,0,PZ28tRNA,77,Das,76.82851981047304
FARFAR2,5,3.123,7,3.709,7,0.842,13,0.933,22,1.0,1,0.798,12,19.76,41,21.416,25,0.677,16,0.0,1,0.0,0,PZ28tRNA,77,Das,77.48706583794572
FARFAR2,1,3.146,9,3.735,9,0.842,13,0.933,22,1.0,1,0.798,12,19.76,41,21.199,19,0.703,3,0.0,1,0.0,0,PZ28tRNA,77,Das,78.40705645012542
FARFAR2,2,3.084,5,3.671,5,0.84,16,0.933,22,1.0,1,0.794,16,20.16,43,20.049,3,0.702,4,0.0,1,0.0,0,PZ28tRNA,77,Das,78.0010438370575
Das,1,3.022,4,3.638,4,0.831,24,0.933,22,1.0,1,0.781,24,17.34,32,20.539,8,0.685,9,0.0,1,0.0,0,PZ28tRNA,77,Das,77.27557072717532
Das,5,2.921,3,3.469,3,0.842,13,0.933,22,1.0,1,0.798,12,18.55,36,20.401,5,0.704,2,0.0,1,0.0,0,PZ28tRNA,77,Das,77.36812166852464
TFN,2,2.73,1,3.26,1,0.837,17,0.933,22,1.0,1,0.791,18,21.77,52,19.808,2,0.702,4,0.0,1,0.0,0,PZ28tRNA,77,Das,76.17312026363643
Das,3,3.123,7,3.687,6,0.847,10,0.933,22,1.0,1,0.804,10,19.35,39,20.935,10,0.684,10,0.0,1,0.0,0,PZ28tRNA,77,Das,78.37294729839283
TFN,1,3.611,16,4.41,17,0.819,34,0.91,47,1.0,1,0.77,33,21.78,53,20.528,7,0.681,13,0.0,1,0.0,0,PZ28tRNA,77,Das,76.3697576635084
TFN,9,3.811,19,4.64,20,0.821,31,0.933,22,0.913,30,0.772,31,17.34,32,21.523,28,0.684,10,0.0,1,0.0,0,PZ28tRNA,77,Das,78.20917733744771
TFN,7,3.758,18,4.616,18,0.814,35,0.91,47,1.0,1,0.764,35,20.97,48,21.258,21,0.662,35,0.0,1,0.0,0,PZ28tRNA,77,Das,76.20313059599829
Xiao,5,5.148,39,7.126,45,0.722,53,0.86,53,-1.0,52,0.704,49,14.93,23,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,77,Xiao,75.58350096359158
Chen,8,5.41,48,6.264,41,0.864,6,1.0,1,0.632,48,0.823,6,1.61,1,27.681,70,0.61,50,0.0,1,0.0,0,PZ28tRNA,77,Chen,77.95872743034906
Chen,7,5.688,49,6.535,43,0.87,4,0.978,7,0.775,36,0.834,2,5.24,11,28.045,72,0.628,43,0.0,1,0.0,0,PZ28tRNA,77,Chen,77.6798732125365
Ding,2,6.192,50,7.989,50,0.775,48,0.978,7,-1.0,52,0.721,44,6.05,14,23.741,40,0.357,57,0.0,1,0.0,0,PZ28tRNA,77,Ding,77.83364556384619
Das,8,3.094,6,3.713,8,0.833,23,0.933,22,1.0,1,0.783,23,21.37,50,21.072,17,0.699,6,0.0,1,0.0,0,PZ28tRNA,77,Das,76.07435120267841
Adamiak,2,6.5,51,8.901,53,0.73,52,0.934,20,0.632,48,0.65,56,13.31,22,26.142,60,0.45,53,0.0,1,0.0,0,PZ28tRNA,77,Szachniuk,76.13942094055464
Bujnicki,2,6.757,52,8.397,51,0.805,38,0.956,16,1.0,1,0.731,41,11.68,21,25.231,47,0.657,40,0.0,1,0.0,0,PZ28tRNA,77,Bujnicki,77.93594046510655
Adamiak,3,6.795,53,9.08,54,0.748,51,0.957,13,0.775,36,0.656,55,10.89,18,23.283,39,0.427,54,0.0,1,0.0,0,PZ28tRNA,77,Szachniuk,76.22024120734815
Adamiak,5,6.861,54,8.747,52,0.784,47,0.978,7,0.632,48,0.714,46,8.06,15,19.168,1,0.455,51,0.0,1,0.0,0,PZ28tRNA,77,Szachniuk,76.27080763134188
Ding,1,7.171,55,9.578,56,0.749,50,1.0,1,0.632,48,0.645,57,10.89,18,24.775,44,0.379,56,0.0,1,0.0,0,PZ28tRNA,77,Ding,76.60011869094788
Bujnicki,5,5.258,46,6.692,44,0.786,46,0.933,22,1.0,1,0.713,47,10.89,18,25.556,55,0.659,38,0.0,1,0.0,0,PZ28tRNA,77,Bujnicki,77.05668283347967
Adamiak,4,7.321,56,9.463,55,0.774,49,0.934,20,0.775,36,0.706,48,8.87,16,22.167,33,0.419,55,0.0,1,0.0,0,PZ28tRNA,77,Szachniuk,77.96790337350367
TFN,10,3.667,17,4.389,16,0.835,20,0.933,22,1.0,1,0.787,20,19.35,39,22.031,32,0.671,19,0.0,1,0.0,0,PZ28tRNA,77,Das,76.22365775159086
Adamiak,1,9.047,57,11.398,57,0.794,44,0.957,13,0.775,36,0.725,43,10.48,17,24.039,43,0.452,52,0.0,1,0.0,0,PZ28tRNA,77,Szachniuk,77.19640255022263
Chen,3,5.236,45,6.203,39,0.844,12,0.978,7,0.775,36,0.794,16,2.02,3,26.545,63,0.631,41,0.0,1,0.0,0,PZ28tRNA,77,Chen,78.23839209854064
Chen,9,5.339,47,6.222,40,0.858,7,1.0,1,0.775,36,0.805,8,5.25,13,26.137,59,0.63,42,0.0,1,0.0,0,PZ28tRNA,77,Chen,77.06797505184994
Xiao,4,5.148,39,7.126,45,0.722,53,0.86,53,-1.0,52,0.704,49,14.93,23,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,77,Xiao,78.21607460867115
FARFAR2,10,3.829,20,4.622,19,0.828,25,0.933,22,1.0,1,0.776,25,26.21,55,21.407,24,0.671,19,0.0,1,0.0,0,PZ28tRNA,77,Das,77.06640287599316
Das,2,3.867,21,4.833,25,0.8,40,0.933,22,0.913,30,0.742,38,16.53,28,21.553,29,0.666,24,0.0,1,0.0,0,PZ28tRNA,77,Das,78.47518557069375
FARFAR2,6,3.867,21,4.833,25,0.8,40,0.933,22,0.913,30,0.742,38,16.53,28,21.553,29,0.666,24,0.0,1,0.0,0,PZ28tRNA,77,Das,76.07944173088863
FARFAR2,3,3.883,23,4.853,27,0.8,40,0.933,22,1.0,1,0.736,40,18.95,37,21.327,23,0.678,14,0.0,1,0.0,0,PZ28tRNA,77,Das,77.58551281594194
Das,10,3.947,24,4.764,23,0.828,25,0.933,22,1.0,1,0.776,25,26.21,55,20.957,12,0.669,22,0.0,1,0.0,0,PZ28tRNA,77,Das,77.45247955871011
FARFAR2,8,3.947,24,4.764,23,0.828,25,0.933,22,1.0,1,0.776,25,26.21,55,20.957,12,0.669,22,0.0,1,0.0,0,PZ28tRNA,77,Das,77.00154055373078
TFN,6,3.957,26,4.737,22,0.835,20,0.933,22,1.0,1,0.787,20,18.95,37,21.037,15,0.661,37,0.0,1,0.0,0,PZ28tRNA,77,Das,75.57191889780408
Das,9,4.055,27,4.937,28,0.821,31,0.933,22,0.913,30,0.772,31,20.97,48,21.73,31,0.666,24,0.0,1,0.0,0,PZ28tRNA,77,Das,75.60179474234853
Chen,5,4.093,28,4.733,21,0.865,5,0.978,7,0.775,36,0.826,4,1.61,1,27.614,68,0.612,49,0.0,1,0.0,0,PZ28tRNA,77,Chen,76.74998252000387
Chen,6,5.231,44,6.136,38,0.852,8,0.957,13,0.775,36,0.815,7,3.63,6,27.832,71,0.618,45,0.0,1,0.0,0,PZ28tRNA,77,Chen,76.78386554323788
FARFAR2,9,4.2,30,5.189,31,0.81,37,0.933,22,0.913,30,0.755,37,24.6,54,21.206,20,0.673,18,0.0,1,0.0,0,PZ28tRNA,77,Das,77.92977707000213
Das,4,4.168,29,5.074,29,0.821,31,0.933,22,1.0,1,0.765,34,16.94,30,20.956,11,0.683,12,0.0,1,0.0,0,PZ28tRNA,77,Das,76.98781326884378
Chen,4,4.542,32,5.184,30,0.876,2,1.0,1,0.775,36,0.832,3,4.44,10,27.668,69,0.617,47,0.0,1,0.0,0,PZ28tRNA,77,Chen,76.88546974480239
Xiao,3,5.148,39,7.126,45,0.722,53,0.86,53,-1.0,52,0.704,49,14.93,23,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,77,Xiao,77.24639866525006
Xiao,2,5.148,39,7.126,45,0.722,53,0.86,53,-1.0,52,0.704,49,14.93,23,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,77,Xiao,77.05279975280611
Bujnicki,1,4.541,31,5.642,34,0.805,38,0.956,16,1.0,1,0.731,41,4.03,9,25.027,45,0.664,33,0.0,1,0.0,0,PZ28tRNA,77,Bujnicki,76.3985143597294
Chen,10,5.077,38,5.826,36,0.872,3,1.0,1,0.775,36,0.826,4,3.63,6,26.697,66,0.618,45,0.0,1,0.0,0,PZ28tRNA,77,Chen,77.89269572127307
Bujnicki,4,5.075,37,6.363,42,0.798,43,0.956,16,1.0,1,0.719,45,5.24,11,26.457,62,0.658,39,0.0,1,0.0,0,PZ28tRNA,77,Bujnicki,77.92805873619423
Xiao,1,5.148,39,7.126,45,0.722,53,0.86,53,-1.0,52,0.704,49,14.93,23,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,77,Xiao,76.25546497215508
Chen,1,4.929,36,5.791,35,0.851,9,0.978,7,0.775,36,0.805,8,3.63,6,27.176,67,0.616,48,0.0,1,0.0,0,PZ28tRNA,77,Chen,76.14439038825675
Chen,2,4.857,35,5.522,32,0.88,1,1.0,1,0.775,36,0.839,1,2.82,4,26.565,65,0.623,44,0.0,1,0.0,0,PZ28tRNA,77,Chen,75.93115568913394
Bujnicki,3,4.815,34,6.11,37,0.788,45,0.956,16,1.0,1,0.703,54,3.23,5,25.496,54,0.662,35,0.0,1,0.0,0,PZ28tRNA,77,Bujnicki,76.84490798386271
Das,6,4.635,33,5.628,33,0.824,28,0.91,47,1.0,1,0.776,25,17.74,35,20.919,9,0.664,33,0.0,1,0.0,0,PZ28tRNA,77,Das,78.45180250192527
Chen,9,4.676,1,5.74,1,0.815,4,0.9,7,-1.0,1,0.775,6,0.6,3,21.826,27,0.339,7,0.0,1,5.551e-17,0,PZ29,52,Chen,52.69957502768333
Szachniuk,3,4.793,2,6.48,4,0.74,24,0.874,17,-1.0,1,0.69,23,11.91,26,19.968,19,0.34,6,0.0,1,5.551e-17,0,PZ29,52,Szachniuk,50.67081561483795
Chen,8,7.481,15,9.838,14,0.76,20,0.874,17,-1.0,1,0.703,21,1.79,12,23.65,31,0.26,23,0.0,1,7.149e-12,0,PZ29,52,Chen,53.35638513685536
Szachniuk,5,4.987,3,6.082,2,0.82,2,0.926,3,-1.0,1,0.777,3,5.36,22,18.123,5,0.309,14,0.0,1,2.22e-16,0,PZ29,52,Szachniuk,52.28859293261681
Dokholyan,1,15.734,26,25.253,26,0.623,26,0.563,26,-1.0,1,0.659,26,0.6,3,25.77,33,0.264,22,0.0,1,0.01499,0,PZ29,52,Dokholyan,53.01560292815363
DasPOSTDEADLINE,1,13.879,25,17.622,25,0.788,12,0.951,1,-1.0,1,0.714,17,1.19,8,18.461,14,0.307,16,0.0,1,0.000686,0,PZ29,52,Das,51.12501894982998
Chen,6,13.194,24,16.286,23,0.81,6,0.9,7,-1.0,1,0.766,8,1.19,8,26.835,35,0.233,26,0.0,1,0.0001711,0,PZ29,52,Chen,50.514444960510446
Chen,1,12.344,23,16.383,24,0.753,22,0.874,17,-1.0,1,0.703,21,0.0,1,21.023,24,0.249,25,0.0,1,2.525e-05,0,PZ29,52,Chen,53.491747568539544
